序号,服务,模块,端口,请求方法,接口路径,Controller,处理方法,接口说明,源码位置,映射注解行,处理方法行,映射注解
392,qdata-server,da,8080,DELETE,/da/discoveryTable/{ids},DaDiscoveryTableController,remove,删除数据发现库信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTableController.java,140,141,@DeleteMapping
393,qdata-server,da,8080,GET,/da/discoveryTable/{id},DaDiscoveryTableController,getInfo,获取数据发现库信息详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTableController.java,109,110,@GetMapping
394,qdata-server,da,8080,POST,/da/discoveryTask,DaDiscoveryTaskController,add,新增数据发现任务,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,152,153,@PostMapping
395,qdata-server,da,8080,PUT,/da/discoveryTask,DaDiscoveryTaskController,edit,修改数据发现任务,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,163,164,@PutMapping
396,qdata-server,da,8080,POST,/da/discoveryTask/export,DaDiscoveryTaskController,export,导出数据发现任务列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,88,89,@PostMapping
397,qdata-server,da,8080,GET,/da/discoveryTask/getDaDiscoveryTaskListPage,DaDiscoveryTaskController,getDaDiscoveryTaskListPage,查询数据发现任务列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,80,81,@GetMapping
398,qdata-server,da,8080,POST,/da/discoveryTask/importData,DaDiscoveryTaskController,importData,导入数据发现任务列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,99,100,@PostMapping
399,qdata-server,da,8080,DELETE,/da/discoveryTask/jobLog/clean,DaDiscoveryTaskController,clean,获取数据发现任务详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,142,143,@DeleteMapping
400,qdata-server,da,8080,GET,/da/discoveryTask/jobLog/list,DaDiscoveryTaskController,jobList,获取数据发现任务详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,119,120,@GetMapping
401,qdata-server,da,8080,GET,/da/discoveryTask/jobLog/{jobLogId},DaDiscoveryTaskController,getJobLogInfo,获取数据发现任务详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,131,132,@GetMapping
402,qdata-server,da,8080,GET,/da/discoveryTask/list,DaDiscoveryTaskController,list,查询数据发现任务列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,72,73,@GetMapping
403,qdata-server,da,8080,PUT,/da/discoveryTask/runDaDiscoveryTask/{id},DaDiscoveryTaskController,runDaDiscoveryTask,删除数据发现任务,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,180,181,@PutMapping
404,qdata-server,da,8080,PUT,/da/discoveryTask/startDaDiscoveryTask/{id},DaDiscoveryTaskController,startDaDiscoveryTask,删除数据发现任务,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,189,190,@PutMapping
405,qdata-server,da,8080,POST,/da/discoveryTask/updateDaDiscoveryTaskCronExpression,DaDiscoveryTaskController,updateDaDiscoveryTaskCronExpression,,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,210,211,@PostMapping
406,qdata-server,da,8080,POST,/da/discoveryTask/updateDaDiscoveryTaskStatus,DaDiscoveryTaskController,updateDaDiscoveryTaskStatus,删除数据发现任务,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,198,199,@PostMapping
407,qdata-server,da,8080,DELETE,/da/discoveryTask/{ids},DaDiscoveryTaskController,remove,删除数据发现任务,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,174,175,@DeleteMapping
408,qdata-server,da,8080,GET,/da/discoveryTask/{id},DaDiscoveryTaskController,getInfo,获取数据发现任务详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskController.java,110,111,@GetMapping
409,qdata-server,da,8080,POST,/da/discoveryTaskLog,DaDiscoveryTaskLogController,add,新增数据发现任务日志,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,110,111,@PostMapping
410,qdata-server,da,8080,PUT,/da/discoveryTaskLog,DaDiscoveryTaskLogController,edit,修改数据发现任务日志,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,121,122,@PutMapping
411,qdata-server,da,8080,POST,/da/discoveryTaskLog/downloadLog,DaDiscoveryTaskLogController,downloadLog,运行日志详情,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,169,171,@RequestMapping
412,qdata-server,da,8080,POST,/da/discoveryTaskLog/export,DaDiscoveryTaskLogController,export,导出数据发现任务日志列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,78,79,@PostMapping
413,qdata-server,da,8080,POST,/da/discoveryTaskLog/importData,DaDiscoveryTaskLogController,importData,导入数据发现任务日志列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,90,91,@PostMapping
414,qdata-server,da,8080,GET,/da/discoveryTaskLog/list,DaDiscoveryTaskLogController,list,查询数据发现任务日志列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,69,70,@GetMapping
415,qdata-server,da,8080,GET,/da/discoveryTaskLog/log/{id},DaDiscoveryTaskLogController,getLogInfo,查看日志详情,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,215,216,@GetMapping
416,qdata-server,da,8080,GET,/da/discoveryTaskLog/logDetailCat,DaDiscoveryTaskLogController,logDetailCat,删除数据发现任务日志,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,138,140,@RequestMapping
417,qdata-server,da,8080,DELETE,/da/discoveryTaskLog/{ids},DaDiscoveryTaskLogController,remove,删除数据发现任务日志,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,132,133,@DeleteMapping
418,qdata-server,da,8080,GET,/da/discoveryTaskLog/{id},DaDiscoveryTaskLogController,getInfo,获取数据发现任务日志详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/discovery/DaDiscoveryTaskLogController.java,101,102,@GetMapping
419,qdata-server,da,8080,POST,/da/sensitiveLevel,DaSensitiveLevelController,add,新增敏感等级,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,107,108,@PostMapping
420,qdata-server,da,8080,PUT,/da/sensitiveLevel,DaSensitiveLevelController,edit,修改敏感等级,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,118,119,@PutMapping
421,qdata-server,da,8080,POST,/da/sensitiveLevel/export,DaSensitiveLevelController,export,导出敏感等级列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,76,77,@PostMapping
422,qdata-server,da,8080,POST,/da/sensitiveLevel/importData,DaSensitiveLevelController,importData,导入敏感等级列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,87,88,@PostMapping
423,qdata-server,da,8080,GET,/da/sensitiveLevel/list,DaSensitiveLevelController,list,查询敏感等级列表,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,67,68,@GetMapping
424,qdata-server,da,8080,POST,/da/sensitiveLevel/updateStatus/{id}/{status},DaSensitiveLevelController,updateStatus,修改敏感等级状态,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,129,130,@PostMapping
425,qdata-server,da,8080,DELETE,/da/sensitiveLevel/{ids},DaSensitiveLevelController,remove,删除敏感等级,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,142,143,@DeleteMapping
426,qdata-server,da,8080,GET,/da/sensitiveLevel/{id},DaSensitiveLevelController,getInfo,获取敏感等级详细信息,qdata-module-da/qdata-module-da-biz/src/main/java/tech/qiantong/qdata/module/da/controller/admin/sensitiveLevel/DaSensitiveLevelController.java,98,99,@GetMapping
